PR16s2BqopQB,RSWKxjLZ2jpe,2025-02-28 15:55:06+05:30,,,4.00,,f,,partner,Piero,ch,,,,11,APPLICATION,2026-09-08 10:48:23.881026+05:30,,,f
PR16XsHQoOnU,RSneludJP0l5,2026-03-19 22:12:21+05:30,Great tour! Covers most of Zanzibar. Plan on spending the entire day. A quality experience for all ages.,en-gb,5.00,,t,viator,,Ben_R,"",Thank you,en,2026-03-22 04:52:02+05:30,12,APPLICATION,2026-09-08 10:48:23.886794+05:30,,,f
PR16XsHQoOnU,RSXghqHiHHI0,2025-09-11 18:14:58+05:30,Timely scheduled and listed program covered. Tour guide flexible and willing to please client. Strongly recommend.,en-gb,5.00,,t,viator,,Rafael_P,"",Thank you so much my friend ❤️,en,2025-09-12 20:00:51+05:30,13,APPLICATION,2026-09-08 10:48:25.80551+05:30,,,f
PR16XsHQoOnU,RSXCFlKFO5ff,2025-08-16 05:21:10+05:30,"The dolphin watching was disappointing.  There were no life jackets and the guide in the boat was not very communicative. There were so many boats, and each time the dolphins surfaced, they all took off after them, which ruined the experience. 
We enjoyed seeing the colobus and blue monkeys and the guide from Jozanzi was excellent. 
We were not impressed with Koza cave and felt throughout the tour our driver was not that clear about what would happen at each place and did not engage with us.
We chose to not go to The Rock as we were already over the long distances of driving.",en-gb,3.00,,t,viator,,Debbie_C,"",Thank you 🙏,en,2025-08-20 11:36:02+05:30,14,APPLICATION,2026-09-08 10:48:25.832563+05:30,,,f
PR16XsHQoOnU,RSOGObEc0lYW,2025-03-01 09:01:26+05:30,"This trip was a great experience. It was great to snorkel with so many different types of fish and see some star fish. Jozani was great and fascinating to see indigenous species; the monkeys were so cute! The cave offered a refreshing dip, followed by a sun soaked one on the beautiful Paje beach. The Rock is well worth a photo pit stop. It was very well organised and my driver couldn''t do enough to make sure I was happy and comfortable. A very highly recommended excursion!",en-gb,5.00,,t,viator,,Emma_T,"",Thank you so much ,en,2025-03-02 16:16:13+05:30,15,APPLICATION,2026-09-08 10:48:25.83751+05:30,,,f
PR18V01LbmIX,RSVOSGCFcu7E,2024-08-25 12:46:27+05:30,Excellente journée avec un guide très sympathique Yaakoub que je salue.,fr,4.00,,t,,partner,ANIS,dz,,,,16,APPLICATION,2026-09-08 10:48:25.841983+05:30,,,f
PRlqORdWYOIw,RSRMAFy6J8Ic,2024-09-10 14:47:16+05:30,,,5.00,,f,,,,,,,,1259,APPLICATION,2026-09-08 10:59:55.568062+05:30,,,f
PR18V01LbmIX,RSBhL5D9NV3X,2024-05-13 16:15:58+05:30,"Nous avons réservé cette excursion, et sommes partis en bateau avec deux guides.
Au début tout se passait bien, jusqu’à ce qu’on arrive au repas, où en fait le site vend le lunch, mais ne le paie pas au guide. Du coup celui ci avait un maigre budget pour nous faire manger, essayant de trouver un restaurant pas trop cher et tentant de négocier. Comprenant la chose, cela nous a vite agacé ! Nous passions de restau en restau pour tenter de manger convenablement et tentant de regarder les prix pour rentrer dans le budget ! Du jamais vu ! Un simple repas local sur le bateau nous aurait fait plaisir… Nous avons tenté d’appeler le site, qui ne souhaitait pas élargir le budget pour que l’on mange autre chose qu’une entrée !!! UNE HONTE ! 

PASSEZ VOTRE TOUR C’EST DE L’ARNAQUE !
EXCURSION TRÈS CHER POUR CE QU’ON FAIT !

Malgré ça le guide était très gentil et tentait de gérer la situation comme il le pouvait.",fr,2.00,,t,viator,,Lonie_B,"",,,,17,APPLICATION,2026-09-08 10:48:27.507625+05:30,,,f
PR18V01LbmIX,RSIApRwXzkiN,2024-05-19 18:09:38+05:30,,,5.00,,f,,partner,Karla,be,,,,18,APPLICATION,2026-09-08 10:48:27.513214+05:30,,,f
PR1deHAyNgjK,RSidYxt7VvU0,2025-10-10 07:36:16+05:30,"On time, safe, knowledgeable and very very nice. Our driver met us precisely on time and was parked very nearby for a seamless transfer.",en-gb,5.00,,t,viator,,Robert_W,"",,,,19,APPLICATION,2026-09-08 10:48:27.518196+05:30,,,f
PR1JzsjZ7klE,RSRnzuYL4TfI,2026-09-05 00:51:07+05:30,The prison Island boat ride should have had life jackets. The tour guides were very disorganized and unprofessional. We did not enjoy the stone town because we had been delayed going to prison Island. The spice farm was fantastic. The tour guide at the farm was very knowledgeable and entertaining.,en-us,3.00,,t,,"friends,partner",Ololade,ca,,,,20,APPLICATION,2026-09-08 10:48:37.106174+05:30,,,f
PR1JzsjZ7klE,RSYarDLxFJRV,2026-08-27 15:42:24+05:30,"A very immersive tour, through the history, culture, and local economy. At Jambo spice farm we are welcomed with hospitality and generosity; we are guided through the many cultures of local fruits and spices that end, as always, in spice and perfume stalls that the tourist hardly resists without taking something. Lunch is served generously and the flavors of the fruits are delicious. 

Next we go to Prison Island and we have the curiosities of the history, we have the unforgettable experience of interacting with giant turtles, some of them over 100 years old (I was having parties with one that was 158 years old!). The entry to the island is somewhat disorganized and some time was lost in bureaucracy, but everything is forgotten when we take pictures in idyllic settings and interact with almost mythical animals. 

The tour ends with a tour of Stone Town. Once again history makes its presence known, and we are also marked by the brutality of history and the impact of slavery on the Slave Market. It is always worth being confronted with the mistakes of the past so that we don''t repeat them!",en-gb,5.00,,t,viator,,Natanael_B,"",,,,21,APPLICATION,2026-09-08 10:48:38.666531+05:30,,,f
PR1JzsjZ7klE,RSW6qfE46hvV,2026-08-26 16:12:38+05:30,"The tour description specified private pick up and transfer but did not specifically say if the tour was individual or group. When we found out that the tour was not individual we were surprised and this caused us some troubles. 
The guides in all places were very friendly and helpful. I think it is just needs to be better specified about group trout to set expectations right and manage better the group. If someone wants to do some shopping etc the rest should not wait for 15-20 minutes until they’re done. That was annoying. I would expect the tour guide to manage such moment better ",en-gb,3.00,,t,viator,,Olga_P,"","Dear Valued Guest,

Thank you for your feedback! We are glad to hear that our guides were friendly and helpful throughout your journey.

We regret that the experience did not meet your expectations. Kindly note that this option is booked as a shared group tour, even though it includes private pickups and transfers for convenience. On a shared tour, the itinerary and timing are shared among all guests in the group.

Thank you for joining us, and we wish you all the best on your future travels!

Warm regards
The Team at Beach & Safari Holidays",en,2026-08-28 15:41:28+05:30,22,APPLICATION,2026-09-08 10:48:38.679133+05:30,,,f
PR1JzsjZ7klE,RSZNLwVMfbzM,2026-08-01 16:59:46+05:30,"Well organized. On time. Nice lunch. Good guides, well time management. Nice locations seen and flexibility where to go to",en-gb,5.00,,t,viator,,Dennis_S,"","Dear Valued Guest,

Thank you for such wonderful feedback! We are so pleased to hear that your tour ran smoothly from start to finish.

Timely organization, great food, and knowledgeable guides make all the difference, and our team always aims to give you the flexibility to enjoy each location at your own pace. We truly appreciate you sharing your experience with us and hope to welcome you on another journey in the future!

Warm regards,
The Team at Beach & Safari Holidays",en,2026-08-04 15:15:07+05:30,23,APPLICATION,2026-09-08 10:48:38.689979+05:30,,,f
PR1JzsjZ7klE,RSXwkSbqcLs8,2026-07-11 16:00:14+05:30,"Good day. The spice tour was really enjoyable. It was amazing to learn about, smell, and taste so many wonderful spices and fruits strait from their source. It was powerful to learn about and experience the history of Prison Island and the kids loved the tortoises. Stone Town was beautiful and our tour guide Hassan was amazing. ",en-gb,4.00,,t,viator,,Robert_M,"","Dear Valued Guest,

We are absolutely delighted to read about your enjoyable experience on tour. It is wonderful to hear that exploring the spice farm and tasting fresh fruits straight from the source was such an amazing highlight for you.

We are also glad that the historic visit to Prison Island resonated deeply and that the giant tortoises were a big hit with the children. Hassan is an exceptional guide, and it is fantastic to know that his leadership made your time walking through beautiful Stone Town so memorable.

We feel incredibly privileged to have hosted your family for this day of discovery, and we send our warmest wishes to you all for your future travels!

Kindest regards
The Team at Beach & Safari Holidays",en,2026-07-13 12:24:01+05:30,24,APPLICATION,2026-09-08 10:48:38.705661+05:30,,,f
PR1JzsjZ7klE,RSebHXIyyEHT,2026-05-08 11:56:13+05:30,"The Spice farm tour was excellent.  Usman the farm guide was a wealth of knowledge with a great sense of humour.  We learnt alot.  We were then transferred back to town for the prison Island and Stone town tour.  Essentially the young guide Hassan was personable enough but basically just escorted us,  he did not really give us much information. he spent a lot of time on his phone. As Australians, tipping is something we don''t do much of and we found that we had to tip Usman, Usman''s assistant, Hassan, and also the driver which makes the trip cost add up. ",en-gb,4.00,,t,viator,,Tracey_M,"","Dear Valued Guest,

Thank you for taking the time to share your feedback. We are delighted to hear that you enjoyed the Spice Farm tour and that Usman made the experience both informative and enjoyable with his knowledge and sense of humour. 

We also appreciate your constructive comments regarding the Stone Town and Prison Island portion of the tour, as well as your observations regarding tipping expectations. Your feedback has been shared with our team for review as we continuously work to improve the overall guest experience.

Kind regards,
The Team at Beach & Safari Holidays",en,2026-05-23 12:07:57+05:30,25,APPLICATION,2026-09-08 10:48:38.714495+05:30,,,f
PR1x3HbSNXBd,RS9tg3DYsHPj,2025-08-25 07:43:47+05:30,Fabulous way to end our stay in Zanzibar! The team were amazing throughout and enjoyed drinks and snacks as the sun set - stunning!,en-gb,5.00,,t,viator,,Carla_S,"",,,,37,APPLICATION,2026-09-08 10:48:55.386588+05:30,,,f
PR1JzsjZ7klE,RSaD64WHC242,2026-04-29 20:28:10+05:30,"We had an incredible experience exploring Stone Town, visiting Jambo Spice Farm, and taking a trip out to Prison Island.
Our main guide was extremely helpful and knowledgeable, bringing the history of Stone Town and Prison Island to life in a really engaging and insightful way. It made the whole experience much more meaningful.
At the spice farm, the guide was absolutely amazing, his depth of knowledge about both traditional and commercial production of fruits and spices in the region was impressive. It was fascinating to see, smell, and taste everything firsthand.
This tour is a must-do for anyone visiting Zanzibar. Highly recommended!
Ps, be ready to tip and have waterproof covers for your phone and wallet if the weather changes. ",en-gb,5.00,,t,viator,,James_M,"","Dear Valued Guest,

Thank you very much for your wonderful review. We are delighted to hear that you had such an incredible experience exploring Stone Town, Jambo Spice Farm, and Prison Island.

It is especially rewarding to know that our guides helped bring the history, culture, and spice experience to life through their knowledge and passion. We will be sure to share your kind words with the team.

We truly appreciate your recommendation and are pleased that the tour made your visit to Zanzibar even more memorable. We hope to welcome you again for another fantastic experience in the future.

Kind regards,
The Team at Beach & Safari Holidays",en,2026-05-23 11:52:38+05:30,26,APPLICATION,2026-09-08 10:48:38.723353+05:30,,,f
PR1JzsjZ7klE,RSS0F9GbPZwE,2026-04-23 08:01:17+05:30,"The tour was very well organized and had no problems. Everything went smoothly.
I would like to especially mention the guides. They are fully involved in their work and make you interested in what they are talking about. They are friendly and polite. Most importantly, they know their subject very well and are happy to share their knowledge.
Unfortunately, I don’t remember the name of the guide at the Spice Farm, but I am very grateful to him for his time and effort.
Mohammed was our second guide. He showed us the island and the city. He is very professional and did a great job. I am very happy we were lucky to meet such a wonderful person.",en-gb,5.00,,t,viator,,Ekaterina_F,"","Dear Valued Guest,

Thank you very much for your wonderful review. We are delighted to hear that your Stone Town, Spice Tour, and Prison Island experience was well organised and enjoyable from start to finish.

It is especially rewarding to know that our guides helped make your experience so memorable through their knowledge, professionalism, and passion. We will be sure to share your kind words with Mohammed and the rest of the team.

We truly appreciate your feedback and hope to welcome you again for another wonderful experience in Zanzibar.

Kind regards,
The Team at Beach & Safari Holidays",en,2026-05-23 11:48:52+05:30,27,APPLICATION,2026-09-08 10:48:38.732703+05:30,,,f
PR1JzsjZ7klE,RSJtRZbsncJs,2026-03-06 11:00:44+05:30,"If you are looking for a reliable and an excellent service/guide provider for touring places of interest in Zanzibar/Tanzania, you should book through Viator. ",en-gb,5.00,,t,viator,,Ashwin_G,"","Dear Valued Guest,

Thank you for sharing your experience! We’re glad to hear you found our services and guides reliable and excellent. It’s wonderful to know you enjoyed exploring Zanzibar and Tanzania with us. We appreciate your recommendation and we hope to welcome you again for more unforgettable experiences!

Warm Regards
The Team at Beach & Safari Holidays",en,2026-03-07 07:35:25+05:30,28,APPLICATION,2026-09-08 10:48:38.743354+05:30,,,f
PR1JzsjZ7klE,RSfahUXVysbL,2026-01-24 20:44:57+05:30,This was an excellent experience! All the guides were so knowledgable and kind and gave us a great experience!,en-gb,5.00,,t,viator,,Tryphena_W,"","Dear Valued Guest,

Thank you for sharing your wonderful experience! We’re thrilled that our guides made your experience so enjoyable and memorable. Your kind words mean a lot to us. We hope to welcome you again for another extraordinary experience in the future.

Warm Regards
The Team at Beach & Safari Holidays",en,2026-01-26 08:50:47+05:30,29,APPLICATION,2026-09-08 10:48:38.753343+05:30,,,f
PR1JzsjZ7klE,RSaIR27Z8Yn3,2025-08-19 09:46:08+05:30,"The tour is split into 3 segments with different guides and drivers so be prepared to tip multiple people if that is your custom.  We really enjoyed all the experiences as each guide was very knowledgeable and personable.  The Spice tour included a lunch of local food sources and was quite tasty.  The history of slavery in Africa, and especially in Zanzibar, is heartbreaking.  Fortunately, Solidarity and Acceptance of differences both racially and spiritually is now the norm, and other countries should learn from this ",en-gb,5.00,,t,viator,,Thomas_K,"","Dear Valued Guest,

Thank you for sharing your experience! We’re delighted to hear that you enjoyed the Spice Tour, Stone Town, and Prison Island, and that our guides added value with their knowledge and friendliness. We also appreciate your thoughtful reflections on history and cultural understanding.

We hope to welcome you again for another experience. 

Warm regards,
The Team at Beach & Safari Holidays",en,2025-09-02 17:56:24+05:30,30,APPLICATION,2026-09-08 10:48:38.763033+05:30,,,f
PR1JzsjZ7klE,RSZAGe4qO9Dz,2026-08-27 14:15:33+05:30,,,4.00,,f,,,,,,,,31,APPLICATION,2026-09-08 10:48:38.781458+05:30,,,f
PR1LIWQBhomL,RSL6TsOku3g4,2026-08-06 11:06:53+05:30,"The tour itself was fantastic and well worth doing! However, I am giving 4 stars instead of 5 due to an issue prior to departure. A few days before the tour, someone from the company messaged me asking to cancel the official booking and pay them directly instead. Doing this would mean losing all booking protection and refund rights if something went wrong, so please be cautious if asked to do this.

As a quick tip for the tour guide: we stopped at a local market to buy fruit to eat on the boat but since I didn''t have an appetite at the time, it went completely untouched. It would be great if leftovers could be packed up so tourist can enjoy them later in the day! Overall, a wonderful tour experience but stick to official booking channels for safety.",en-gb,4.00,,t,viator,,YJ_K,"","Thank you very much for your honest review and for your kind words about the tour. We’re delighted that you enjoyed the experience and the different places we visited. 🌴🙏

Regarding the payment, we completely understand your concern. At the time of your booking, we were changing our company bank details, and our only concern was that a payment could be delayed or sent to the previous account. That is why we requested the cancellation and direct payment. We sincerely apologize for the confusion this caused.

We have now completed the bank-detail change, and our payment process is fully updated, safe and secure. We want all future guests to feel completely confident and comfortable when booking with Abdulzanziguide.

Thank you also for the suggestion about the fruit. The market stop is intentionally included because we want our guests to experience authentic local life in Zanzibar — seeing how people shop, meeting locals and choosing fresh tropical fruits for the boat. 😊

We will certainly take your suggestion on board and make sure that any untouched fruit can be packed for guests to enjoy later, rather than going to waste.

Thank you again for your trust, your feedback and for choosing to discover Zanzibar with us. We hope to welcome you or your friends back one day! 🌺

Warm regards,
Abdul",en,2026-08-25 14:11:28+05:30,32,APPLICATION,2026-09-08 10:48:38.798434+05:30,,,f
PR1upc9LmOZl,RSjhfaDp0Q1S,2025-08-22 19:01:34+05:30,"The excursion was really great, I have or make the 6 main beaches of the island. I really recommend for those who want to visit them, each beach has its charm and the guide is really listening.",en-gb,5.00,,t,viator,,Doriane_D,"",Thank you for your support,en,2025-09-05 10:14:41+05:30,33,APPLICATION,2026-09-08 10:48:40.208091+05:30,,,f
PR1x2DBFABdu,RSNrjhpGmZb2,2026-04-09 14:48:59+05:30,BUENOS DIAS. CONTRATAMOS EL SERVICIO DE RECOGIDA EN EL AEROPUERTO AL HOTEL Y TODO FUE MUY BIEN. LELGAMOS Y ESTABA ESPERANDONOS. LUEGO NOS ASESORO SOBRE ACTIVIDADES QUE PODIAMOS HACER. TODO SIN NINGUN TIPO DE PROBLEMA,es,5.00,,t,,family,FABIOLA,es,,,,34,APPLICATION,2026-09-08 10:48:49.092797+05:30,,,f
PR1x2DBFABdu,RSgSqU6u4Nry,2026-01-17 17:06:00+05:30,"A transferência entre os hotéis foi tranquila. Além do.motirisra, um guia tambem.nos acompanhou como intérprete. Pontualidade e conforto.",pt-pt,5.00,,t,,,Brollo,"",,,,35,APPLICATION,2026-09-08 10:48:53.15592+05:30,,,f
PR1x3HbSNXBd,RSlTN5KAj40o,2025-10-21 07:47:13+05:30,"You have to get into the boat from a ladder that goes in 1-2 ft of water
Do not wear pants they will get wet
Watch your head that you don’t hit it on the sail.
The ride stared at 5 we were back at 6:30
The 3 person crew did not talk to us or explain anything.the top of the boat was dirty and had  several empty plastic bottles left there .
Being on the water was nice but the atmosphere and where we sailed was disappointing-
Crew not helpful getting on or off boat.",en-gb,1.00,,t,viator,,tracey_k,"",,,,36,APPLICATION,2026-09-08 10:48:53.16276+05:30,,,f
PR1x3HbSNXBd,RStZ9XD7kQNq,2025-07-21 17:20:00+05:30,"Prompt pickup from our hotel, enjoyed having this as a private tour so we could sit back and enjoy the sunset.  Enjoyed the commentary from our guide about the different things we were seeing as we sailed.",en-gb,4.00,,t,viator,,Diane_O,"",,,,38,APPLICATION,2026-09-08 10:48:55.392355+05:30,,,f
PR21fqMckSvP,RSfLTduTx9Qo,2025-12-31 17:12:50+05:30,"The guide, Seif, was friendly and professional guy. He walked me through the traditional Zanzibari relationship with the rainforest, which was very interesting. He knows where the Red Colobus Monkeys are, it’s guaranteed!",en-gb,5.00,,t,viator,,Rei_O,"","Thanks for super review  I really appreciate it, God bless you for everything .",en,2026-01-01 08:41:10+05:30,39,APPLICATION,2026-09-08 10:48:55.397836+05:30,,,f
PR21fqMckSvP,RSnd4FKDS4JA,2025-12-24 16:20:32+05:30,Excellent tour.  We saw the monkeys up close right away while they were relocating for their afternoon nap.  Then we went on a walk through the forest and mangroves.  My guide was very knowledgeable about the local flora and fauna.,en-gb,5.00,,t,viator,,Kirsten_B,"","Thank you for great review, God bless you very much. ",en,2025-12-25 15:53:49+05:30,40,APPLICATION,2026-09-08 10:48:57.608301+05:30,,,f
PR21fqMckSvP,RSUBmKmUKiV4,2025-05-19 15:42:23+05:30,The guide was prepared on botany and fauna in both English and Italian and very patient. He took us to see several monkeys and the mangrove forest.,en-gb,5.00,,t,viator,,Marco_S,"","Grazie per ottima commento,
Zanzibar hakuna matata.
",it,2025-05-20 17:12:20+05:30,41,APPLICATION,2026-09-08 10:48:57.613431+05:30,,,f
PR21fqMckSvP,RSKCvaIO40UK,2024-10-14 15:49:33+05:30,"Après une heure de route depuis Stone Town, plongée dans la forêt pour voir des singes et une nature luxuriante avec un guide attentif à ma sécurité et plein de connaissances. A recommander",fr,5.00,,t,viator,,JeanBernard_M,"","Thank you for a wonderful, we hope that,we will get other customers, inshallah ",en,2024-10-15 13:33:29+05:30,42,APPLICATION,2026-09-08 10:48:57.61891+05:30,,,f
PR21fqMckSvP,RSkujAUCb5y9,2024-05-20 18:23:12+05:30,"Seif was a wonderful guide. I asked to see red colombus monkeys and he showed me so many. He has great eyes and could spot them much better than I could. He also made sure I got lots of pictures, many of them with the monkeys. He also knows about many other tours and we went to a spice farm. I saw so many spices growing that I lost track. Then he drove out of the way to take me back to my hotel. You will have a great time with Seif.",en-gb,5.00,,t,viator,,DANA_M,"","Thank you for a super review,we hope that,we will other customer any day.
God bless you very much 🤲",en,2024-05-21 12:01:55+05:30,43,APPLICATION,2026-09-08 10:48:57.623972+05:30,,,f
PR21fqMckSvP,RSsfjktLuFPb,2024-04-09 19:21:13+05:30,"The driver was 20 minutes late which was very worrying and meant that, rather than being amongst the first to arrive at the forest, we were beaten there by a large number of tour buses. The tour itself lived up to expectations, with plenty of monkeys despite the torrential rain.",en-gb,4.00,,t,viator,,Andrew_D,"","Firstly,This is not our fault because you arrived so early at the meeting point,and we did not arrange this time of there.
Secondly,you knew the buses where the buses were from, and did you include with them?when you were of there.
Finally, thank you for your review.",en,2024-04-13 15:05:45+05:30,44,APPLICATION,2026-09-08 10:48:57.628447+05:30,,,f
PR21fqMckSvP,RS9VUuXcKzk9,2024-02-05 10:13:43+05:30,"The tour starts with a van ride for about an hour to the forest. Upon arrival, there were lots of blue monkeys to view (and steal any food if you happened to be eating). Then we headed off for a forest trek to find the red Columbus monkeys. After about an hour, we found a troop. We didn''t have time to look for mongoose. There were two small kiosks where you could by bracelets, sarapes, wood plaques and fruit (dragon, oranges, papayas). The only problem we had was the heat (certainly not under the control of tge tour operators!). The van was older and had some AC, but not cool enough.",en-gb,4.00,,t,viator,,Dina_D,"",Thank you for a review .,en,2024-02-05 20:32:14+05:30,45,APPLICATION,2026-09-08 10:48:57.632849+05:30,,,f
PR2h7naIMz8m,RSbHEuFRQ3dq,2024-09-13 14:52:51+05:30,"À part le lagon bleu , très beau à la surface mais désertique sous l eau et le lieu trop fréquenté, c était très beau , sable et couleur de l eau 👍🤩",fr,3.00,,t,,partner,Dominique,ch,,,,46,APPLICATION,2026-09-08 10:48:57.637939+05:30,,,f
PR2TaUFHaTPR,RScBEeZECTKJ,2024-09-07 19:18:08+05:30,"O passeio é MARAVILHOSO. Vimos o nascer-do-sol, vimos golfinhos, nadámos com os golfinhos, vimos os corais. A temperatura do mar era muito boa, cederam coletes e óculos.
O povo da Tanzânia é muito simpático e inexcedível na satisfação do turista. Os tanzanianos são sempre atentos ao turista, é um turismo sem qualquer paralelo na Europa. Aqui, em Zanzibar, é tudo bom, começando pelo povo. Obrigado, amigos",pt-pt,5.00,,t,viator,,IsabelCristina_R,"",,,,47,APPLICATION,2026-09-08 10:49:01.933105+05:30,,,f
PR2TaUFHaTPR,RS1N2o1Gdy08,2024-06-19 10:55:32+05:30,"Let’s start with this was not a 4 hour tour. For us it lasted 2 hours - including from the time we were picked up at your hotel. We were picked up at 7am and were done by 9:10am. Then - swimming with the dolphins experience went south quickly. Once we navigated to a soo in the ocean we waited for the dolphins. That was ok… however,  at least 10 more boats were already which, at the moment, was not a big deal for us… Once there was word that dolphins had been spotted,   it become,  literally, a boat race to get to the dolphins. All boats circled the dolphins and we were yelled to jump… by the time we and everyone else hit the water, the dolphins had been scared and submerged. We found ourselves in the water getting hit or avoiding being hit by the boats. We were asked to get quickly on the boat so we could chase the dolphins and repeat.  By the second attempt there were just too many boats and we knew it was not safe nor worth to jump in the water at this point. In addition the dolphins were scared so they remain swimming on the bottom of the ocean.  We felt awful for the dolphins! 
After this we went snorkeling. The experience was good but again too many boats and people.  We snorkeled for about 15 minutes.  When we returned to the boat, we were offered pineapple, papaya, ripe avocado, and small bananas which were just cut without any sanitary consideration, while we were swimming and placed in a tray on the floor of the boat.  So the tray got salt water on it almost immediately. This is raw-No napkins, no plates, no sanitary protocol. 
NO SANDBAR - part of the tour included the sandbar.  we were told there was no sandbar because at that time of the day the water is high. Wish they have clarified this in their promotion.  So we headed back to the shore where we were dropped at a beach to get transported back to our hotel - under other circumstances I would have come to terms and accepted the disappointing experience  but with a price tag of $135 per person - it is a rip off. ",en-gb,2.00,,t,viator,,Lori_G,"",,,,48,APPLICATION,2026-09-08 10:49:09.361097+05:30,,,f
