google_place_id,review_id,rating,content,posted_on,reviewed_at,translated_content,translated_language,response_content,responded_on,full_address,street,row_id,created_by,created_on,last_updated_by,updated_on,is_deleted
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChdDSUhNMG9nS0VJQ0FnSURoa1lpcjZ3RRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Bawe Beach, Tanzania",,17,APPLICATION,2026-09-15 23:56:28.294777+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChZDSUhNMG9nS0VJQ0FnSUQtbDYtQmRREAE,5.00,fantastic Coffe with Mr bill.,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Bawe Beach, Tanzania",,18,APPLICATION,2026-09-15 23:56:28.299314+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChZDSUhNMG9nS0VJQ0FnSURPaHBDeUJREAE,5.00,"We went to the north of the island from Stone Town to do snorkeling. It was wonderful with lot of corals, many different fish, we highly recommand to go there if you like snorkeling 😍 We went there with Hussein boat (+255773904747), he is a very good captain with fair price. It''s about 40min from Stone town.",2022-09-16 05:30:00+05:30,4 years ago,,,,,"Bawe Beach, Tanzania",,19,APPLICATION,2026-09-15 23:56:28.303582+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChZDSUhNMG9nS0VJQ0FnSURtZ2VPcUF3EAE,3.00,"Lo que es la playa es genial, aunque muy pequeña. La otra cara de la moneda es que vas a tener 10-15 barcos justo delante atracados trayendo turistas, y que posiblemente te quieran cobrar una fortuna para llegar hasta aquí. Sinceramente, la visita a la prison island es muy prescindible en tu visita a Zanzíbar. En la visita, no vas a poder ver nada de nada, simplemente el santuario de tortugas.",2022-09-16 05:30:00+05:30,4 years ago,"The beach itself is great, although very small. The downside is that you&#39;ll have 10-15 boats docked right in front, bringing tourists, and they&#39;ll probably try to charge you a fortune to get there. Honestly, a visit to Prison Island is completely unnecessary on your trip to Zanzibar. You won&#39;t see anything worthwhile there, just the turtle sanctuary.",en,,,"Bawe Beach, Tanzania",,20,APPLICATION,2026-09-15 23:56:28.308587+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChdDSUhNMG9nS0VJQ0FnSUQ2NTZxVTFBRRAB,5.00,,2022-09-16 05:30:00+05:30,4 years ago,,,,,"Bawe Beach, Tanzania",,21,APPLICATION,2026-09-15 23:56:28.312525+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChdDSUhNMG9nS0VJQ0FnSUNhdFoyNWhRRRAB,1.00,Nie warto za taką kasę jaką chcą od turystów,2021-09-16 05:30:00+05:30,5 years ago,It&#39;s not worth the money they want from tourists,en,,,"Bawe Beach, Tanzania",,22,APPLICATION,2026-09-15 23:56:28.316767+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChZDSUhNMG9nS0VJQ0FnSUNLeUptUVNREAE,5.00,Worth a visit. However after couple of hours it can start getting boring. :),2021-09-16 05:30:00+05:30,5 years ago,,,,,"Bawe Beach, Tanzania",,23,APPLICATION,2026-09-15 23:56:28.320807+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChdDSUhNMG9nS0VJQ0FnSURzOU0yWm1BRRAB,5.00,,2020-09-16 05:30:00+05:30,6 years ago,,,,,"Bawe Beach, Tanzania",,24,APPLICATION,2026-09-15 23:56:28.325881+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChdDSUhNMG9nS0VJQ0FnSUNzbk16dHZBRRAB,5.00,what a beautyful pice of nature,2020-09-16 05:30:00+05:30,6 years ago,,,,,"Bawe Beach, Tanzania",,25,APPLICATION,2026-09-15 23:56:28.329784+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChdDSUhNMG9nS0VJQ0FnSURNcDlPRmdnRRAB,5.00,прекрасное место!,2020-09-16 05:30:00+05:30,6 years ago,wonderful place!,en,,,"Bawe Beach, Tanzania",,26,APPLICATION,2026-09-15 23:56:28.334147+05:30,,,f
ChIJ0bII6kvOXBgRJe_jDSkSS2A,ChZDSUhNMG9nS0VJQ0FnSUNNamRTQmNnEAE,5.00,Fantastic,2020-09-16 05:30:00+05:30,6 years ago,,,,,"Bawe Beach, Tanzania",,27,APPLICATION,2026-09-15 23:56:28.338148+05:30,,,f
ChIJ0fFIoSxBQhgRHCSXWxZ7HSQ,Ci9DQUlRQUNvZENodHljRjlvT25GbVV6bEVMVzFoZUVRNVRXVk9SM2RSUm1oT05HYxAB,5.00,,2026-08-25 05:30:00+05:30,3 weeks ago,,,,,"QJ75+PC Baobab beach, Ras Mkumbuo, Tanzania",,28,APPLICATION,2026-09-15 23:56:28.352203+05:30,,,f
ChIJd2ubu0YeQxgRXxlekdwKdSs,ChdDSUhNMG9nS0VJQ0FnTURJdVpTMW9nRRAB,5.00,,2025-04-11 05:30:00+05:30,a year ago,,,,,"Nungwi Beach, Tanzania",,27572,APPLICATION,2026-09-16 15:22:16.938279+05:30,,,f
ChIJ0fFIoSxBQhgRHCSXWxZ7HSQ,Ci9DQUlRQUNvZENodHljRjlvT25WUlpFaExUMmMxWkc1bmJFVnJNMnQxVlRKeFEyYxAB,5.00,Fantastic place .,2026-08-16 05:30:00+05:30,a month ago,,,,,"QJ75+PC Baobab beach, Ras Mkumbuo, Tanzania",,29,APPLICATION,2026-09-15 23:56:50.045085+05:30,,,f
ChIJ0fFIoSxBQhgRHCSXWxZ7HSQ,Ci9DQUlRQUNvZENodHljRjlvT2tOaE0yOXhOR2R4UTNCRWVXTXRTelpyY1hsNVRGRRAB,5.00,,2026-01-18 05:30:00+05:30,8 months ago,,,,,"QJ75+PC Baobab beach, Ras Mkumbuo, Tanzania",,30,APPLICATION,2026-09-15 23:56:50.049902+05:30,,,f
ChIJ0fFIoSxBQhgRHCSXWxZ7HSQ,ChdDSUhNMG9nS0VJQ0FnTUN3ZzZITi1BRRAB,5.00,Isola bellissima con al suo interno grotte e cave con le loro storie di magia e misteri. Da quello che dicono tra poco non sarà più visitabile gratuitamente in quanto hanno venduto l'isola a magnati dei residens. Davvero un peccato,2025-09-15 05:30:00+05:30,Edited a year ago,"A beautiful island with caves and grottos, each with its own tales of magic and mystery. From what they say, it will soon no longer be free to visit, as the island has been sold to residential magnates. A real shame.",en,,,"QJ75+PC Baobab beach, Ras Mkumbuo, Tanzania",,31,APPLICATION,2026-09-15 23:56:50.053952+05:30,,,f
ChIJ0fFIoSxBQhgRHCSXWxZ7HSQ,ChZDSUhNMG9nS0VJQ0FnSUQ3cEtETlB3EAE,5.00,,2024-09-15 05:30:00+05:30,2 years ago,,,,,"QJ75+PC Baobab beach, Ras Mkumbuo, Tanzania",,32,APPLICATION,2026-09-15 23:56:50.057838+05:30,,,f
ChIJ0fFIoSxBQhgRHCSXWxZ7HSQ,ChZDSUhNMG9nS0VJQ0FnSUNGN3BDd1hnEAE,5.00,"Tolles kleines Riff zum Schnorcheln.
Unberührte Natur",2024-09-15 05:30:00+05:30,2 years ago,"Great little reef for snorkeling.
Untouched nature",en,,,"QJ75+PC Baobab beach, Ras Mkumbuo, Tanzania",,33,APPLICATION,2026-09-15 23:56:50.061747+05:30,,,f
ChIJ-0K53uNBQhgREe8W90NC_Mo,ChdDSUhNMG9nS0VJQ0FnSUQ3cEpEVnpBRRAB,5.00,Pleasure,2024-09-15 05:30:00+05:30,2 years ago,,,,,"QJ43+WJ Tamarind beach, Ras Mkumbuo, Tanzania",,34,APPLICATION,2026-09-15 23:56:50.080907+05:30,,,f
ChIJ0RDIbun3XBgRxfcL53T2GFg,ChdDSUhNMG9nS0VJQ0FnSURpbGVpVC1RRRAB,3.00,Great Place Great Moment,2021-09-16 05:30:00+05:30,5 years ago,,,,,"C4P4+89H Kiembeni Beach - Garden Park, Kerege, Tanzania",,35,APPLICATION,2026-09-15 23:56:58.89265+05:30,,,f
ChIJ0TtzRwDRXBgRBl8COglWnVw,ChZDSUhNMG9nS0VQU084X2pxXy02MWVBEAE,1.00,,2025-09-15 05:30:00+05:30,a year ago,,,,,"R5PP+4XV Salme''s return, Kenyatta Rd, Zanzibar, Tanzania",,36,APPLICATION,2026-09-15 23:57:19.049512+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2tZNVJVWnlhVWxQWVVkVGVWQXpXRlp5VTJKTE0wRRAB,5.00,"We had such an amazing experience in Zanzibar! 🤍 We booked a boat trip to see and swim with the dolphins, followed by snorkeling, and it was honestly one of the highlights of our trip. 🐬🤿
Our guide was absolutely wonderful — he was friendly, informative and so attentive throughout the entire experience. What really stood out was that he actually got into the water with us and assisted us throughout, making sure we were comfortable  and able to enjoy every part of the experience.
The fresh fruit and water provided were such a lovely touch, especially after being in the water. 🍉
Everything was well organised - It was such a beautiful and memorable experience, and I would definitely recommend him to anyone looking for an experience in Zanzibar! 🌴🤍",2026-09-08 05:30:00+05:30,a week ago,,,"Thank you very much, Naucheen Sibda.
We’re very happy to hear that you had amazing trip and enjoyed swimming with dolphins 🐬, snorkeling and relaxing on sandbar. Fresh water and fruits always part of the experience, so it’s great to know you appreciate that. 
Thanks you for the 💯% recommendation . We’d love to welcome back to Zanzibar anytime.🫶🏼",2026-09-08 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,37,APPLICATION,2026-09-15 23:57:49.098497+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2t4NVdFazFWRWRqYUhsaFRqWlFRVzFJWDFsNk0wRRAB,5.00,"We have spent our best holiday in Zinzibar thanks to Juma Private Tours, they are well organized, always on time, offering good prices, and excellent services.
Special thanks to Jumaa, Saeed and Ali who all were kind and helpful.",2026-09-01 05:30:00+05:30,2 weeks ago,,,"Dear, Naim mousa.
  Thanks you so much it’s pleasure to have you on Mnemba tours, sea turtles aquarium trip, horse riding 🏇 at pwani mchangani and Jozani forest to see monkeys we are so happy you enjoyed all the tours we truly appreciate it your recommendation means a lot to us. I hope will see you soon habibi welcome back to Zanzibar hakuna matata ",2026-09-01 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,38,APPLICATION,2026-09-15 23:58:20.312809+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2tWTmFIRmhNM1Z1ZDNSaVNXeDFZalpFT0RrMVRGRRAB,5.00,Juma! What a star! We did two tours with Him. For my wife's birthday we did a dolphin tour with Mnemba sand bar and reef snorkeling. He went out of his way to decorate the boat for the birthday with palm trees and happy birthday balloons. Also sang for her and made the trip a joyful experience. His pricing was good. He is safe and well experienced. We left the morning at 8am and where back around 12pm. Half day outing. The boat skipper was just as friendly and helpful. It was just me and my wife on the tour. Had a very tasty fruit platter with some water to keep us hydrated. As we where snorkeling he helped point out hidden gems like a octopus and eel. We had sworms of fish all around us. On our next trip we also did stone Town and prison island. We where fetched from reception with a spacious and comfortable vehicle and made a safe trip to stone town. Had a local tour guide with us as we experienced the tour. If you want to plan any excursions he can arrange anything. Highly recommend.,2026-08-26 05:30:00+05:30,2 weeks ago,,,"Dear, Marnus Muller.
      Thanks you very much we’re so happy to hearing that you enjoyed all the tours, from Mnemba dolphin tour, snorkeling trip, Mnemba sandbar clear crystal blue water 💦, stone town trip and prison island tour. It didn’t bother you then we’re so careful of you. Super safe and serious, tropical fruits on the boat all trips were fantastic your recommendation means a lot to us, we love too 🥰 🐬🐋👊🫶🏼. You are welcome again Zanzibar hakuna matata ",2026-09-01 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,39,APPLICATION,2026-09-15 23:58:20.316905+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2xjeU5sVm1RV1ZxU0VNelkxVjFjR2hJWTBoUFNrRRAB,5.00,"Рекомендую команду! На лодке была радостная атмосфера, мы были быстрыми и ловко обходили другие лодки и много раз были рядом с дельфинами! Было круто, успехов 🔥",2026-08-18 05:30:00+05:30,4 weeks ago,"I highly recommend the team! The atmosphere on the boat was so joyful, we were fast and maneuvered around other boats with ease, and we even got close to dolphins many times! It was awesome, good luck 🔥",en,"Thanks you very much 
We’re so glad to hear you that you enjoyed all the tours from Dolphins trip, snorkeling trip and Mnemba sandbar. Trips were amazing your recommendation it’s means a lot to us and we love too, welcome back to adventure in Zanzibar 🐬",2026-08-18 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,40,APPLICATION,2026-09-15 23:58:20.321087+05:30,,,f
ChIJ1_8d4qcfQxgRABKzr-d856w,ChdDSUhNMG9nS0VJQ0FnSUNyZzZpa2xBRRAB,5.00,,2024-09-15 05:30:00+05:30,2 years ago,,,,,"775Q+2HR Kendwa Beach Gallery, Unnamed Road, Kendwa, Tanzania",,204,APPLICATION,2026-09-15 23:59:30.470097+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2pSMmN6UmlhRGhaUldWS2JXeFdTWGRVVldoT1VVRRAB,5.00,"Juma arranged us a verry good Mnemba snorkeling  experience!
Although we arranged the tour a few days in advance via WhatsApp, he was on time at the appointment and also arranged our permit in advance so we could go to the beach right away  with our rental car without interuption. Also the snorkeling equipment was smoothly arranged.
After a super nice snorkeling experience, where Juma joined us in the water, we went for a quick stop at the sandbank, and upon our request we quickly went further, to a place where we were really allone to get in the water again to go snorkeling for starfish.
Everything went smooth.
And the dish of fresh fruit after the first snorkeling experience was amazing!
That all made this trip memorable for us.
Tnx  a lot Juma!",2026-08-16 05:30:00+05:30,4 weeks ago,,,"Dear Bart Souvereyns.
     Thanks you so much we’re so happy to hearing that you enjoyed all trips from Dolphins trip, sea star trip, snorkeling trip, Mnemba sandbar and clear blue crystal water 💦. It didn’t bother you then were so careful of you, super safe and serious tropical fruits on the boat. Your recommendation it means a lot to us and we love it too.
           You are welcome again Zanzibar hakuna matata🙂",2026-08-25 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,41,APPLICATION,2026-09-15 23:58:20.325153+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT21WMGFVNWZPVWhoZUZneU5XVjFhRVZEU3poMWNYYxAB,5.00,"Juma and his captain did a great job bringing us around! We saw quite a few dolphins, snorkeled in a beautiful reef and then walked on a natural sand bar. It was a great morning!",2026-08-14 05:30:00+05:30,a month ago,,,"Thanks so much, Lyndsey Kaplan.
We’re so happy you had a wonderful day with us exploring the ocean to meet with dolphins 🐬 and enjoyed all three activities from dolphins trip, snorkeling 🤿 trip and Mnemba sandbank bank. It was pleasure to have you on board appreciating your kindly words🙂 you are most welcome back again Zanzibar hakuna matata.",2026-08-16 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,42,APPLICATION,2026-09-15 23:58:20.329648+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2t0V1JGQlpTMUE1ZVRoNWRXeDVNalJ4Um5oc04zYxAB,5.00,"Juma private tours, were excellent from start to finish. Really helpful with my young lad, who was a little skeptical about swimming amount hundreds of fish. They made him feel at ease and he throughly enjoyed it.
The tour operated from muyuni beach we were able to see dolphins on 2 seperate parts of the trip and get in the water to view them also.
Therefore if your looking g to take part in any tours look no further than JUMA fun friendly guys who will go above and beyond to make sure your trip is one to remember",2026-08-16 05:30:00+05:30,a month ago,,,"Thanks you very much, Sean”Schmitt”
   It’s pleasure to have you on Mnemba tours 
We’re so happy you enjoyed Dolphins tour, snorkeling trip, the fresh fruits platter we truly appreciate it your recommendation it’s means a lot to us. I hope will meeting again soon Karibu sana",2026-08-16 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,43,APPLICATION,2026-09-15 23:58:20.333857+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT214RFVGZ3liSEkwWW5vMVZDMWhVelI0U21waFlrRRAB,5.00,"Juma was unbelievably good, we had the most incredible time. He is so friendly and did everything he could for us.
He was very careful with safety but did everything he could to help us all see and enjoy the dolphins. I would highly recommend Juma!
THANK YOU!",2026-08-16 05:30:00+05:30,a month ago,,,"Thanks you Paul Long
We’re so glad you had wonderful time or day  with us exploring the ocean and meeting with dolphins 🐬. Your kind words and recommendations mean the world to us. It was joy to have you on board ~ and we will love to welcome you back anytime 
Zanzibar hakuna matata ",2026-08-16 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,44,APPLICATION,2026-09-15 23:58:20.337823+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2xabVlYVnNRbkpVY0dvNVUyNVhWVEUwTW1oRExWRRAB,5.00,Best of the best.,2026-08-16 05:30:00+05:30,a month ago,,,"Dear Mrinal mawji 
Thanks you so  much i am happy to see your comment i hope to see you again ",2026-08-16 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,45,APPLICATION,2026-09-15 23:58:20.341718+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT2psU2VYcERRMGh5T0VGUFpGWTBOWGh6Y1haWmJWRRAB,5.00,"A professional approach from start to finish. We were on the trip with a child and felt safe the entire time. The organization was top-notch, with excellent communication and a friendly atmosphere. Diving with dolphins in Zanzibar was an unforgettable experience. I highly recommend it to everyone!",2026-07-12 05:30:00+05:30,2 months ago,,,"Dear, Iwona chmielewska 
Thanks you very much well🫶🏼we are so glad to hear you that you enjoyed the trips thanks you again for your lovely comment. It’s pleasure to have you on board I appreciate your recommendation, kindly words you are most welcome back to Zanzibar 🐬🐋",2026-07-17 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,46,APPLICATION,2026-09-15 23:58:20.345779+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT25OMVRVSXlXVXM1TjBOcGVTMTRURXA1TkVoRVVsRRAB,5.00,"I highly recommend this tour guide! We traveled as a family with young kids and felt safe, well looked after, and comfortable throughout the entire trip. We saw dolphins, enjoyed some amazing snorkeling, and experienced the beauty of Zanzibar from a whole new perspective. It was the perfect mix of adventure and relaxation. Juma made the whole experience fun, and  memorable. Thank you",2026-07-12 05:30:00+05:30,2 months ago,,,"Thanks you very much, Wojwitek
      It’s pleasure to have you on Mnemba tours. We’re happy you enjoyed dolphins trip, snorkeling trip, fresh fruits platter and experience the beautiful of Zanzibar from new perspectives Juma makes people to be a safe we truly appreciate it your recommendation it’s means a lot to us. I hope I will meet you again 
Welcome to Zanzibar hakuna matata ",2026-07-17 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,47,APPLICATION,2026-09-15 23:58:20.350526+05:30,,,f
ChIJ0wndagDfQhgR7oWkemIXn7c,Ci9DQUlRQUNvZENodHljRjlvT25KRVoxQjRTMHRaYjB4b2NuSkZOMEl6ZDNWWFRrRRAB,5.00,Really good trip amazing fruit platter really helpful listened to what we wanted to do - highly recommend,2026-07-17 05:30:00+05:30,2 months ago,,,"Thanks you so much 
Fiano cannon 
We’re so happy you had wonderful day with us exploring the ocean 🌊 today to meet with dolphins,swimming with fish at snorkeling area, relaxing at the clear crystal water near Mnemba island, bbq fruits platter Juma always an exceptional host it’s pleasure to have you on the board your kindly. I appreciate your kind words 
Welcome back to Zanzibar hakuna matata .",2026-07-17 05:30:00+05:30,"Juma private Tours Zanzibar, Muyuni Beach matemwe 59Q4+RM Kijambani, Zanzibar, Tanzania",Muyuni Beach matemwe 59Q4+RM Kijambani,48,APPLICATION,2026-09-15 23:58:20.354748+05:30,,,f
ChIJ1_8d4qcfQxgRABKzr-d856w,ChZDSUhNMG9nS0VJQ0FnSUNqMG9xSFFREAE,5.00,,2024-09-15 05:30:00+05:30,2 years ago,,,,,"775Q+2HR Kendwa Beach Gallery, Unnamed Road, Kendwa, Tanzania",,205,APPLICATION,2026-09-15 23:59:30.476944+05:30,,,f
